question_id,domain,tier,subtopic,model,confidence_percent,score,justification,common_misconception
fia_036,fia,1,safety_car,gpt_oss_20b,95,0.5,"The model's answer correctly states that blue flags are not used during a safety car period, but it inaccurately suggests that the safety car picks up lapped cars, which is not the primary method of allowing leaders to pass.","People think blue flags wave lapped cars past under the safety car, but the safety car rules govern unlapping instead."
fia_037,fia,1,points_scoring,gpt_oss_20b,99,1.0,The model's answer accurately states that both championships use the same points scale and correctly lists the points distribution for the top ten finishers.,"People think constructors use a different or halved scale, but both championships use the same per-position points."
fia_038,fia,1,track_limits,gpt_oss_20b,95,1.0,The model's answer accurately captures the essential truth that the lap time is deleted when track limits are exceeded.,"People think a small excursion is tolerated, but a lap with all four wheels beyond the white line is deleted."
fia_039,fia,1,pit_lane_rules,gpt_oss_20b,95,0.5,"The model's answer correctly identifies the race, qualifying, and final practice session but omits that the speed limit applies at all times cars are running, including earlier practice sessions.","People think the limit only applies during the race, but it is enforced in every on-track session."
fia_040,fia,1,safety_car,gpt_oss_20b,10,0.0,"The model's answer does not provide any information about the flags, signals, or the message displayed, making it incorrect.","People think a single signal suffices, but it is signalled simultaneously by waved yellows, SC boards, and the timing message."
fia_041,fia,2,technical_regulations,gpt_oss_20b,95,0.5,The model's answer captures the essence of the test but lacks the specific detail about the defined load and the requirement for the measured deflection to not exceed a specified limit.,"People think any flexing is automatically illegal, but parts are legal as long as deflection under the defined test load stays within the limit."
fia_042,fia,2,technical_regulations,gpt_oss_20b,95,0.5,"The model's answer is partially correct as it acknowledges that passing the static test is not sufficient for legality, but it misses the specific detail about the FIA's ability to impose stricter tests or interpretations regarding flexibility.","Teams assume passing the published test means full legality, but the FIA can impose tougher tests and still judge a part non-compliant."
fia_043,fia,2,drs,gpt_oss_20b,95,0.5,"The model's answer correctly states that DRS is re-enabled on the second lap after the safety car leaves, but it omits the detail about conditions needing to be suitable for DRS to be available.","Drivers think DRS returns immediately when green flags fly after a safety car, but it is delayed two laps after the restart."
fia_044,fia,2,parc_ferme,gpt_oss_20b,0,1.0,"The model's answer accurately states that parc fermé conditions begin when cars leave the pits for Sprint Qualifying, which is the key detail distinguishing it from a standard weekend.","People assume parc fermé timing is identical to a standard weekend, but on Sprint weekends it begins at Sprint Qualifying."
fia_045,fia,2,sprint_weekend_procedure,gpt_oss_20b,0,1.0,The model's answer accurately reflects that setup changes are permitted between the Sprint and the Grand Prix due to the opening of parc fermé after the Sprint.,"People think the car is locked from Friday to Sunday on a Sprint weekend, but 2024 allows setup changes between the Sprint and main qualifying."
fia_046,fia,2,sprint_weekend_procedure,gpt_oss_20b,95,0.5,The model's answer correctly states the points awarded to the winner but omits the detail about points being awarded to the top eight finishers.,"People think Sprint points mirror the full race scale or only the top three score, but the top eight score with 8 for the win."
fia_047,fia,2,cost_cap_rules,gpt_oss_20b,95,0.0,"The model's answer is incorrect as it states that crash damage repair is excluded from the cost cap, contradicting the ground truth answer.","People assume crash damage is exempt because it is not the team's fault, but it counts against the cost cap."
fia_048,fia,2,cost_cap_rules,gpt_oss_20b,,0.0,"The model's answer incorrectly identifies costs that are not excluded from the F1 cost cap, while the ground truth specifies that driver salaries and the costs of the three highest-paid personnel are excluded.","People think the cost cap covers absolutely all spending including driver salaries, but driver pay and top personnel are excluded."
fia_049,fia,2,cost_cap_rules,gpt_oss_20b,95,0.0,The model's answer does not accurately reflect the two broad categories of cost cap breach as specified in the ground truth answer.,"People think any breach is treated identically, but the rules separate procedural from minor and material overspend breaches."
fia_050,fia,2,power_unit_penalties,gpt_oss_20b,95,1.0,"The model's answer accurately states the number of each power unit element that can be used in a season before grid penalties apply, capturing the essential truth of the ground truth answer.","People think there is one combined engine allowance, but each element type has its own separate seasonal limit."
fia_051,fia,2,power_unit_penalties,gpt_oss_20b,95,0.5,The model's answer correctly identifies the initial penalty as a 10-place grid penalty but omits the detail about subsequent penalties and the context of exceeding the allocation.,"People think every extra engine part is a fixed ten places, but only the first is ten and subsequent new elements are five each."
fia_052,fia,2,power_unit_penalties,gpt_oss_20b,95,0.0,"The model's answer incorrectly states that the driver receives a 15-place grid drop and a 10-second time penalty, which is not accurate as the correct procedure is to start from the back of the grid without additional penalties.","People think a driver can be pushed behind the grid into negative positions, but penalties beyond 15 just mean a back-of-grid start."
fia_053,fia,2,race_start,gpt_oss_20b,95,0.0,"The model's answer incorrectly states that the race is red-flagged and restarts from the pit lane, which does not accurately reflect the procedure for an aborted formation lap due to a stranded car.","People think the race just proceeds with a gap on the grid, but the start is aborted and the race distance reduced by a lap."
fia_054,fia,2,red_flag_restart,gpt_oss_20b,95,1.0,"The model's answer accurately captures the essential truth about the restart order being based on the classification at the end of the last completed lap, including the condition regarding the timing of the red flag.","People think positions are taken from the exact moment of the red flag, but the order is from the last fully completed lap."
fia_055,fia,2,red_flag_restart,gpt_oss_20b,0,1.0,"The model's answer accurately states that teams can change tyres and work on the car during a red flag stoppage, capturing the essential truth of the situation.","People think the car is frozen during a red flag, but teams can change tyres and perform permitted work, giving a free stop."
fia_056,fia,2,red_flag_restart,gpt_oss_20b,95,0.5,"The model's answer is correct but lacks the detail that it is required to start from the pit lane, which is important for clarity.","People assume the car keeps its grid slot, but a car in the pits at the red flag must restart from the pit lane."
fia_057,fia,2,driver_change,gpt_oss_20b,,0.5,"The model's answer is partially correct as it states that the same driver must start the race, but it fails to mention the requirement for FIA approval and the consequence of starting from the pit lane.","People think a substitute simply inherits the qualified grid slot, but a driver change usually means a pit lane start."
fia_058,fia,2,driver_change,gpt_oss_20b,95,1.0,"The model's answer accurately states that points earned by a substitute driver contribute to the Constructors' Championship total, capturing the essential truth of the ground truth answer.","People think only the contracted regular drivers' points count for the constructor, but a substitute's points also count."
fia_059,fia,2,weight_enforcement,gpt_oss_20b,0,0.5,The model's answer captures the general idea of the weight requirement but lacks specific details about the timing and inclusion of the driver.,"People think weight only matters at scrutineering before the weekend, but it must be met at every weigh-in throughout the event."
fia_060,fia,2,weight_enforcement,gpt_oss_20b,95,0.5,"The model's answer is partially correct as it states that the minimum weight includes the driver, but it lacks the detail about the separately defined minimum driver-plus-seat weight to avoid disadvantaging heavier drivers.","People think the minimum weight is the car alone, but it includes the driver, with a separate driver-and-seat minimum."
fia_061,fia,2,technical_regulations,gpt_oss_20b,95,0.5,"The model's answer incorrectly states the required fuel amount as 1.5 litres instead of the correct 1 litre, but it correctly identifies the consequence of disqualification for failing to provide the sample.","People think running the tank nearly dry is fine, but failing to provide the one-litre sample leads to disqualification."
fia_062,fia,2,steward_decisions,gpt_oss_20b,95,1.0,"The model's answer accurately reflects that stewards can issue penalties after the race while results are still provisional, capturing the essential truth of the ground truth answer.","People think the chequered flag locks the result, but stewards can apply post-race penalties before results are final."
fia_063,fia,2,steward_decisions,gpt_oss_20b,95,0.0,"The model's answer incorrectly states the conditions for seeking a Right of Review, failing to mention the requirement of a significant new element discovered after the decision.","People think a team can simply appeal because they disagree, but a review requires significant new and previously unavailable evidence."
fia_064,fia,2,steward_decisions,gpt_oss_20b,95,0.5,"The model's answer correctly states that the black-and-orange flag is not a penalty, but it lacks the detail that it is a mandatory instruction to pit and repair a dangerous part.","People think the black-and-orange flag is a punishment, but it is a safety instruction to repair a dangerous component."
fia_065,fia,2,pit_lane_rules,gpt_oss_20b,95,0.5,The model's answer captures the concept of unsafe release and its penalties but focuses too narrowly on specific scenarios and penalties without mentioning the broader context of endangering others or loose wheels.,"People think only a detached wheel counts, but releasing into another car's path is equally an unsafe release."
fia_066,fia,2,technical_regulations,gpt_oss_20b,95,1.0,"The model's answer accurately captures the purpose of the FIA's plank wear measurement, including the enforcement of minimum ride height and the detection of illegal modifications for aerodynamic advantage.","People think the plank is just for protection, but it is a ride-height enforcement device whose excessive wear causes disqualification."
fia_067,fia,2,power_unit_penalties,gpt_oss_20b,95,0.0,"The model's answer is incorrect as it states that the driver cannot change the element after serving the penalty, which contradicts the ground truth answer.","People think a penalized engine carries a penalty every time it's used, but the penalty applies only once when it's introduced."
fia_068,fia,2,cost_cap_rules,gpt_oss_20b,95,0.5,The model's answer correctly identifies a potential penalty but lacks the broader context of other possible sanctions and details mentioned in the ground truth answer.,"People think a cost cap breach is only a fine, but material breaches can carry points deductions and testing restrictions."
fia_069,fia,2,sprint_weekend_procedure,gpt_oss_20b,95,0.5,"The model correctly states that the fastest-lap bonus point does not apply in the Sprint race, but it inaccurately refers to the 'Feature race' instead of the 'Grand Prix' where the point is awarded.","People assume the fastest-lap point applies to all races, but it is exclusive to the Grand Prix, not the Sprint."
fia_070,fia,2,red_flag_restart,gpt_oss_20b,90,0.5,The model's answer captures the requirement of being running at the time of the red flag but omits the detail about needing to reach the grid/pit lane under its own power and the exclusion of cars beyond repair.,"People think any car can rejoin after a red flag, but a car must reach the grid in time and meet eligibility to restart."
fia_071,fia,2,weight_enforcement,gpt_oss_20b,90,0.5,"The model's answer captures the essence of the consequence but adds unnecessary detail about starting from the pit lane, which is not mentioned in the ground truth answer.","People think a small underweight gets a minor penalty, but it normally means full exclusion from the session results."
fia_072,fia,2,technical_regulations,gpt_oss_20b,95,1.0,The model's answer accurately reflects the prohibition of active aerodynamic devices other than DRS and correctly states that teams may not alter bodywork during a lap.,"People think clever flexing or moving aero is allowed if it passes tests, but movable aerodynamic devices other than DRS are banned."
fia_073,fia,2,driver_change,gpt_oss_20b,95,1.0,"The model's answer accurately states that a substitute driver must hold a valid FIA Super Licence to compete in Formula 1, capturing the essential truth of the ground truth answer.","People think a reserve can step in on short notice regardless of licence, but a valid Super Licence is mandatory."
fia_074,fia,2,steward_decisions,gpt_oss_20b,95,0.5,The model's answer is correct but lacks the detail about penalties potentially carrying over to the next race if unserved.,"People think retiring escapes a penalty, but an unserved sanction can carry over to the next race."
fia_075,fia,2,cost_cap_rules,gpt_oss_20b,95,0.0,"The model's answer is incorrect as it contradicts the ground truth by stating that aerodynamic testing allocations are not tied to a team's championship position, while they actually are on a sliding scale based on standings.","People think all teams get equal wind tunnel time, but allocations scale inversely with championship position."
fia_076,fia,2,sprint_weekend_procedure,gpt_oss_20b,95,0.0,"The model's answer is incorrect as it states that the Sprint result determines the starting grid, which contradicts the ground truth that specifies a separate qualifying session for the Grand Prix grid in 2024.","People think the Sprint finishing order sets the Grand Prix grid, but a separate qualifying determines it in 2024."
fia_077,fia,2,power_unit_penalties,gpt_oss_20b,95,0.0,"The model's answer incorrectly states that power unit grid penalties are applied to the Sprint race grid, which contradicts the ground truth answer.","People think PU penalties hit both the Sprint and the race, but they are applied to the Grand Prix grid."
fia_078,fia,2,technical_regulations,gpt_oss_20b,95,0.5,"The model's answer correctly identifies the role of the standardized accident data recorder and its mandatory status, but it lacks the detail about the necessity of the unit being homologated and functioning for the car to run.","People think the ADR is optional telemetry, but it is a mandatory safety device required for the car to run."
fia_079,fia,2,vsc,gpt_oss_20b,95,1.0,"The model's answer accurately captures the essential truth that a Virtual Safety Car can be replaced by a full safety car deployment based on circumstances, aligning well with the ground truth answer.","People think a VSC and safety car are mutually exclusive, but a VSC can be escalated to a full safety car as needed."
fia_080,fia,2,steward_decisions,gpt_oss_20b,95,1.0,The model's answer accurately states that stewards' penalty decisions cannot be appealed on-track and correctly identifies the process for lodging an appeal.,"People think every penalty can be appealed, but in-race driving penalties are explicitly non-appealable."
fia_081,fia,3,safety_car,gpt_oss_20b,0,1.0,"The model's answer correctly states that the regulation allows all lapped cars to unlap themselves, aligning with the ground truth answer.","People believe only the cars directly between the leader and the next contender unlap, but the literal rule refers to any/all lapped cars."
fia_082,fia,3,safety_car,gpt_oss_20b,30,0.5,"The model's answer is partially correct as it indicates the lap on which the lapped cars were waved past, but it fails to specify that the safety car returns at the end of the following lap.","People think the safety car comes in the same lap the unlapping message is given, but the literal rule specifies the end of the following lap."
fia_083,fia,3,safety_car,gpt_oss_20b,85,1.0,The model's answer accurately reflects the ambiguity in the 2021 safety car wording and correctly identifies the discretion given to the race director.,"People think the rule clearly mandated a fixed outcome, but the literal wording's ambiguity over discretion is exactly what caused the dispute."
fia_084,fia,3,track_limits,gpt_oss_20b,0,0.5,The model's answer captures the concept of escalating penalties but lacks specific details about the types of warnings and penalties involved.,"People think each race track-limits breach just deletes a lap like in qualifying, but in the race it escalates to flags and time penalties."
fia_085,fia,3,track_limits,gpt_oss_20b,95,0.5,The model's answer captures the essence of exceeding track limits but fails to specify that all four wheels must be beyond the outer white line for a definitive judgment.,"People think touching the kerb or going slightly wide counts, but limits are exceeded only when all four wheels are beyond the white line."
fia_086,fia,3,steward_decisions,gpt_oss_20b,90,0.5,The model's answer is mostly correct but fails to mention that stewards can correct clear timing errors or re-judge discretionary calls with new evidence.,"People think stewards can freely revisit any call after a session, but discretionary judgements need a formal review with new evidence."
fia_087,fia,3,steward_decisions,gpt_oss_20b,95,0.5,"The model's answer correctly states that the stewards cannot alter the final result, but it fails to mention the necessity of formal appeal/review mechanisms as outlined in the International Sporting Code.","People think stewards can amend a final result whenever new opinions arise, but only formal review or appeal can change a declared-final result."
fia_088,fia,3,vsc,gpt_oss_20b,90,0.5,"The model's answer is partially correct but lacks the detail that unlapping only occurs under a full safety car procedure, which is a key aspect of the ground truth answer.","People think lapped cars can catch up and unlap under VSC like under the safety car, but overtaking is banned so no unlapping occurs."
fia_089,fia,3,steward_decisions,gpt_oss_20b,95,1.0,"The model's answer accurately describes both the drive-through and stop-and-go penalties, capturing all essential details from the ground truth answer.","People conflate the two, but a drive-through has no stop while a stop-and-go requires a stationary timed penalty with no servicing."
fia_090,fia,3,steward_decisions,gpt_oss_20b,95,1.0,"The model's answer accurately states that the driver must serve the penalty alone and that the team cannot perform any pit work during this time, capturing the essential truth of the ground truth answer.","People think a team can change tyres during the served-seconds, but no work is allowed until the penalty time has fully elapsed."
fia_091,fia,3,red_flag_restart,gpt_oss_20b,0,0.5,The model's answer captures the concept of a rolling restart but lacks specific details about the positions being held until the safety car withdraws and the leader crosses the control line.,"People assume every red-flag restart is a standing start from the grid, but it can be a rolling restart behind the safety car."
fia_092,fia,3,track_limits,gpt_oss_20b,90,1.0,"The model's answer correctly states that track-limits enforcement must be consistent for all cars and cites the relevant governing document, aligning with the ground truth answer.","People think stewards can apply track limits more leniently to leaders, but enforcement must be consistent across all cars."
fia_093,fia,3,drs,gpt_oss_20b,0,0.5,"The model's answer indicates that DRS is not available immediately after the VSC ends, but it lacks detail about the conditions that must be met for DRS to be re-enabled.","People think DRS is live the instant the VSC message clears, but the race director re-enables it after racing has properly resumed."
fia_094,fia,3,steward_decisions,gpt_oss_20b,90,0.0,The model's answer is incorrect as it states a specific penalty that does not align with the consequence of invalidating the served penalty and does not mention the harsher sanctions imposed by the stewards.,"People think an early touch is a minor error, but it invalidates the served penalty and triggers a harsher sanction."
fia_095,fia,3,safety_car,gpt_oss_20b,0,0.5,The model's answer captures the general idea of the safety car procedure but lacks specific details about the requirement for lapped cars to be released and the timing of the safety car's return.,"People think the safety car can be pulled in as soon as the leader is clear of backmarkers, but the literal rule requires waiting until the end of the following lap."
fia_096,fia,3,track_limits,gpt_oss_20b,95,1.0,"The model's answer accurately reflects the requirement for a driver to give back the position after gaining a lasting advantage by leaving the track, aligning with the ground truth answer.","People think track limits only matter for lap times, but gaining a lasting advantage off-track must be given back regardless."
fia_097,fia,3,steward_decisions,gpt_oss_20b,95,1.0,"The model's answer accurately reflects that stewards can penalize unsafe practice starts during the formation lap, aligning with the ground truth answer.","People think the formation lap is penalty-free practice time, but unsafe conduct on it is penalizable."
fia_098,fia,3,vsc,gpt_oss_20b,90,1.0,The model's answer accurately states that the car must obey the pit-lane speed limit while in the pit lane and that the VSC delta applies only after re-entering the track.,"People think a car emerging from a pit stop is exempt from the VSC delta, but it must respect the delta once back on track."
fia_099,fia,3,steward_decisions,gpt_oss_20b,95,1.0,The model's answer accurately reflects that a post-race time penalty does not require any in-race action and correctly describes how it is applied to the final race time.,"People think every time penalty must be served in the pits, but late-race penalties are simply added to the finishing time."
fia_100,fia,3,red_flag_restart,gpt_oss_20b,95,1.0,"The model's answer accurately captures the essential truth that unserved time penalties are not cancelled and carry into the restart, aligning closely with the ground truth answer.","People think a red flag wipes the slate clean on pending penalties, but unserved penalties carry through the restart."
fide_001,fide,1,basic_moves,gpt_oss_20b,100,0.5,"The model's answer correctly describes the diagonal movement and the inability to jump over pieces, but it omits the detail about the bishop staying on squares of a single color.",That a bishop can also slide one square sideways or jump over pieces.
fide_002,fide,1,basic_moves,gpt_oss_20b,100,1.0,"The model's answer accurately describes the knight's movement in chess, including the L-shape and the ability to jump over pieces.",That a knight is blocked if pieces stand between its start and destination squares.
fide_003,fide,1,basic_moves,gpt_oss_20b,100,0.5,The model's answer is mostly correct but omits the important detail about the king needing to move to a square not attacked by an enemy piece.,That the king can move two squares like other long-range pieces in open positions.
fide_004,fide,1,basic_moves,gpt_oss_20b,100,1.0,The model's answer accurately describes the rook's movement as any number of squares horizontally or vertically along a rank or file and correctly notes that it cannot jump over other pieces.,That a rook may move diagonally to reach nearby squares.
fide_005,fide,1,basic_moves,gpt_oss_20b,100,0.5,The model's answer is mostly correct but omits the detail about the queen moving only through unoccupied squares and does not mention its combined powers with the rook and bishop.,That a queen can also move like a knight in an L-shape.
fide_006,fide,1,basic_moves,gpt_oss_20b,100,0.5,The model's answer correctly states the possible moves but omits the important condition that both squares must be unoccupied.,"That a pawn can always move two squares forward, not just on its first move."
fide_007,fide,1,basic_moves,gpt_oss_20b,100,1.0,"The model's answer accurately describes how a pawn captures an enemy piece, capturing the essential truth of the movement.",That a pawn captures the piece directly in front of it.
fide_008,fide,1,basic_moves,gpt_oss_20b,100,0.5,"The model's answer correctly states that the pawn must be promoted, but it omits the detail that the promotion occurs immediately and does not mention that the pawn cannot remain a pawn.","That a pawn can only become a queen, or that you can only promote to a piece already captured."
fide_009,fide,1,check_checkmate,gpt_oss_20b,100,1.0,The model's answer accurately captures the essential truth of the ground truth answer.,That a king must be attacked by two or more pieces to be considered in check.
fide_010,fide,1,check_checkmate,gpt_oss_20b,100,0.5,The model's answer is mostly correct but lacks the detail about the limitation of blocking the check against a knight or adjacent attacker.,That you can ignore a check for one move or castle out of it.
fide_011,fide,1,check_checkmate,gpt_oss_20b,100,0.5,The model's answer correctly describes the situation of checkmate but omits the consequence of the game ending and the player losing.,That the king must actually be captured to end the game.
fide_012,fide,1,check_checkmate,gpt_oss_20b,100,1.0,"The model's answer correctly states that it is illegal to make a move that leaves the king in check, capturing the essential truth of the ground truth answer.",That you may expose your king to check as long as you can recapture next move.
fide_013,fide,1,check_checkmate,gpt_oss_20b,100,0.0,The model's answer is incorrect as it states a requirement to announce 'check' which does not exist in the FIDE Laws of Chess.,That announcing 'check' is mandatory in official play.
fide_014,fide,1,stalemate_draws,gpt_oss_20b,100,1.0,"The model's answer accurately describes stalemate by stating that the player to move has no legal move and is not in check, leading to a draw, which captures the essential truth of the concept.","That stalemate is a win for the side delivering it, or a loss for the stalemated player."
fide_015,fide,1,stalemate_draws,gpt_oss_20b,95,1.0,"The model's answer accurately captures the essential truth of the ground truth answer, including the conditions for agreeing to a draw and the immediate end of the game upon agreement.",That a draw offer can be withdrawn after it has already been accepted.
fide_016,fide,1,stalemate_draws,gpt_oss_20b,99,1.0,"The model's answer accurately reflects the ground truth by stating that the game is drawn when neither player can checkmate the opponent's king, and it correctly references FIDE Law 6.9.1.",That the players must keep playing until stalemate or time runs out even with no mating material.
fide_017,fide,1,stalemate_draws,gpt_oss_20b,100,0.5,"The model's answer correctly states the number of moves but omits the detail that it refers to consecutive moves without captures or pawn movement, and does not mention the total ply count.",That the rule counts 50 moves by one player rather than 50 by each.
fide_018,fide,1,stalemate_draws,gpt_oss_20b,99,1.0,"The model's answer accurately reflects the conditions under which a game can be drawn due to the repetition of the same position, aligning with the ground truth answer.","That only three identical moves in a row, rather than three identical positions, trigger the rule."
fide_019,fide,1,piece_values,gpt_oss_20b,100,1.0,The model's answer accurately reflects the conventional valuation of a queen in chess material evaluation.,That the queen is worth exactly the sum of all minor pieces or has a fixed legal value.
fide_020,fide,1,piece_values,gpt_oss_20b,100,1.0,"The model's answer correctly states the conventional point value of a rook as 5, which aligns perfectly with the ground truth answer.",That a rook is worth the same as a bishop or knight.
fide_021,fide,1,piece_values,gpt_oss_20b,100,1.0,The model's answer accurately reflects the conventional point value of a bishop or knight as 3 points.,That a bishop is worth substantially more than a knight in all positions.
fide_022,fide,1,piece_values,gpt_oss_20b,100,1.0,"The model's answer correctly states the conventional point value of a pawn as 1, capturing the essential truth of the ground truth answer.",That all pawns are always equal in practical value regardless of position.
fide_023,fide,1,tournament_basics,gpt_oss_20b,100,1.0,"The model's answer 'White' correctly identifies the color that moves first in chess, capturing the essential truth of the question.",That the player who wins a coin toss may choose to move first regardless of color.
fide_024,fide,1,tournament_basics,gpt_oss_20b,100,1.0,"The model's answer correctly identifies the color of the corner square as white, which aligns with the ground truth answer.",That the bottom-right corner should be a dark square.
fide_025,fide,1,tournament_basics,gpt_oss_20b,100,0.5,"The model correctly identifies the starting positions of the queens but fails to mention that each queen is on its own color, which is a key detail in the ground truth answer.",That the queen starts on the e-file beside the king on both sides.
fide_026,fide,1,tournament_basics,gpt_oss_20b,100,0.5,"The model correctly identifies the number of pieces and their types but fails to mention that each side has 8 pawns, leading to a minor error in clarity.",That each side starts with a different count or includes extra queens.
fide_027,fide,1,tournament_basics,gpt_oss_20b,100,0.5,"The model's answer correctly states the winner's score but omits the loser's score, which is a key detail.",That a checkmate win is worth more points than a win on time or resignation.
fide_028,fide,1,tournament_basics,gpt_oss_20b,100,1.0,"The model's answer accurately states that each player receives 0.5 points for a drawn game, which is fully correct and captures the essential truth.",That a draw by stalemate scores differently from a draw by agreement.
fide_029,fide,1,tournament_basics,gpt_oss_20b,100,1.0,"The model's answer accurately conveys that the resigning player loses and the opponent wins, capturing the essential truth of the situation.",That resignation must be confirmed by the arbiter before it takes effect.
fide_030,fide,1,tournament_basics,gpt_oss_20b,0,0.0,The model's answer is missing entirely and does not address the question about the customary physical signal for resignation in a game.,That accidentally knocking over your own king automatically forfeits the game.
fide_031,fide,1,check_checkmate,gpt_oss_20b,99,1.0,"The model's answer correctly states that a player may not make a move that leaves or places their king in check, aligning with the ground truth answer.",That you may develop a piece elsewhere and answer the check on the following move.
fide_032,fide,1,basic_moves,gpt_oss_20b,100,1.0,The model's answer accurately conveys the same essential truth that a square can only contain one piece at a time.,That a defending piece can sit on the same square as the piece it protects.
fide_033,fide,1,basic_moves,gpt_oss_20b,100,1.0,The model's answer accurately captures the essential truth of the ground truth answer without any missing details or errors.,That the captured piece stays beside the board and can re-enter play later.
fide_034,fide,1,stalemate_draws,gpt_oss_20b,99,1.0,The model's answer accurately captures the essential truth that both players must consent for a draw by agreement to be valid.,That simply offering a draw ends the game even without acceptance.
fide_035,fide,1,tournament_basics,gpt_oss_20b,100,1.0,"The model's answer accurately states the positions of both kings, capturing the essential truth of the ground truth answer.",That the king and queen positions are mirrored so both kings sit on their own color.
fide_036,fide,1,check_checkmate,gpt_oss_20b,99,1.0,"The model's answer accurately explains that a king cannot move to an adjacent square to deliver check, capturing the essential truth of the ground truth answer.",That a king can check the other king when they are next to each other.
fide_037,fide,1,basic_moves,gpt_oss_20b,100,1.0,"The model's answer accurately states that a pawn can only move forward and cannot move backward, capturing the essential truth of the rule.",That a pawn can retreat to defend or reposition.
fide_038,fide,1,stalemate_draws,gpt_oss_20b,100,1.0,"The model's answer correctly identifies the outcome as a draw, aligning with the essential truth of the situation.",That a bishop can corner and checkmate a lone king like a rook can.
fide_039,fide,1,stalemate_draws,gpt_oss_20b,100,1.0,"The model's answer correctly identifies the outcome as a draw, aligning with the ground truth answer.",That a knight can mate a lone king with proper technique.
fide_040,fide,1,check_checkmate,gpt_oss_20b,100,1.0,"The model's answer accurately states that a king and queen can force checkmate against a lone king, capturing the essential truth of the situation.","That a queen alone without king support can mate, or that the ending is a draw."
fide_041,fide,2,en_passant,gpt_oss_20b,99,1.0,"The model's answer accurately captures all the essential conditions for an en passant capture, including the requirement for the opponent's pawn to have moved two squares, the position of the capturing pawn, and the immediacy of the capture.",That en passant can be played at any later time after the two-square advance.
fide_042,fide,2,en_passant,gpt_oss_20b,100,1.0,The model's answer correctly states that the black pawn can capture en passant and specifies the correct landing square as a3.,That the capturing pawn lands on a4 where the enemy pawn actually stands.
fide_043,fide,2,en_passant,gpt_oss_20b,95,1.0,The model's answer accurately reflects the rule that the right to capture en passant is lost if not exercised immediately after the opponent's move.,That en passant rights persist as long as the two pawns remain adjacent.
fide_044,fide,3,en_passant,gpt_oss_20b,95,0.0,"The model's answer is incorrect because it fails to recognize that the en passant capture would leave White's king in check, making the move illegal.","That if the two-square advance and adjacency conditions are satisfied, the en passant capture must always be legal."
fide_045,fide,2,castling_rules,gpt_oss_20b,100,1.0,"The model's answer accurately states that castling is not permitted if the king is in check, capturing the essential truth of the ground truth answer.",That castling is a valid way to move the king out of check.
fide_046,fide,2,castling_rules,gpt_oss_20b,100,1.0,"The model's answer accurately conveys that castling is illegal if the king passes over an attacked square, using the term 'prohibited' which is synonymous with 'illegal'.","That only the king's final square needs to be safe, not the square it crosses."
fide_047,fide,2,castling_rules,gpt_oss_20b,100,1.0,"The model's answer accurately states that castling is prohibited if the king would land on a square attacked by an enemy piece, capturing the essential truth of the ground truth answer.",That castling exempts the king from the rule against moving into check.
fide_048,fide,2,castling_rules,gpt_oss_20b,95,1.0,"The model's answer accurately reflects the rule regarding castling, emphasizing that only the king's path is relevant and correctly states that an attack on the rook's square does not prevent castling.",That castling queenside is illegal whenever the b1/b8 square is attacked.
fide_049,fide,3,castling_rules,gpt_oss_20b,95,1.0,The model's answer accurately reflects the rules of castling and correctly states that a previously resolved check does not affect the right to castle kingside.,That a king which was ever in check at any point in the game permanently loses the right to castle.
fide_050,fide,2,castling_rules,gpt_oss_20b,100,1.0,The model's answer is fully correct and accurately captures the essential truth of the requirement for castling.,That you can castle by jumping the king over an intervening knight or bishop.
fide_051,fide,2,touch_move,gpt_oss_20b,100,0.5,The model's answer captures the main obligation but omits the detail that the piece must be played if any legal move exists.,That you may touch a piece to test ideas and then freely move a different one.
fide_052,fide,2,touch_move,gpt_oss_20b,0,1.0,"The model's answer correctly states that the player must capture the opponent's piece if a legal capture exists, which aligns perfectly with the ground truth answer.",That touching an enemy piece carries no obligation at all.
fide_053,fide,2,touch_move,gpt_oss_20b,95,0.5,The model's answer correctly states that a player may adjust a piece but fails to mention the requirement to announce 'I adjust' (j'adoube) before touching the piece.,That you can adjust a piece silently and announce 'I adjust' only if challenged.
fide_054,fide,2,touch_move,gpt_oss_20b,0,1.0,"The model's answer correctly states that if the touched piece has no legal move, the touch carries no obligation, allowing the player to make any other legal move.",That touching a pinned piece forfeits the game or forces an illegal move.
fide_055,fide,2,touch_move,gpt_oss_20b,0,0.0,"The model's answer is missing entirely and does not address the question, making it incorrect.","That a move can be taken back as long as you have not pressed the clock, even after releasing the piece."
fide_056,fide,2,clock_handling,gpt_oss_20b,100,0.5,The model's answer captures the essential idea but omits the detail about the prohibition of using two hands or the other hand.,That a player may move with one hand and press the clock with the other for speed.
fide_057,fide,2,clock_handling,gpt_oss_20b,95,1.0,"The model's answer correctly identifies the player's responsibility to press the clock after completing a move, capturing the essential truth of the situation.",That the opponent must tell the player to press their clock or it does not count.
fide_058,fide,3,clock_handling,gpt_oss_20b,95,1.0,"The model's answer correctly states that the move is completed when the player presses the clock, regardless of the piece's position, aligning with the ground truth answer.",That a move is invalid or incomplete if the moved piece is left tipped over rather than standing upright on its square.
fide_059,fide,2,clock_handling,gpt_oss_20b,100,0.5,"The model's answer is correct in stating that the player loses, but it omits the important detail about the opponent having mating material and the conditions for the loss.",That running out of time is always an automatic loss regardless of the opponent's material.
